activity_id,user_id,first_name,last_name,gender,email,signup_date,state,subscription,activity_date,day_name,month,daily_listening_time,daily_streams
ACT001079,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-15,Monday,December,3h 46m,45
ACT001080,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-16,Tuesday,December,3h 30m,42
ACT001081,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-17,Wednesday,December,2h 28m,37
ACT001082,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-18,Thursday,December,3h 39m,73
ACT001083,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-19,Friday,December,4h 57m,59
ACT001084,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-20,Saturday,December,5h 22m,107
ACT001085,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-21,Sunday,December,4h 18m,64
ACT001086,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-22,Monday,December,0h 20m,6
ACT001087,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-23,Tuesday,December,1h 17m,15
ACT001088,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-24,Wednesday,December,1h 44m,34
ACT001089,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-25,Thursday,December,1h 41m,20
ACT001090,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-26,Friday,December,3h 31m,70
ACT001091,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-27,Saturday,December,4h 47m,95
ACT001092,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-28,Sunday,December,1h 17m,25
ACT001093,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-29,Monday,December,3h 0m,36
ACT001094,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-30,Tuesday,December,3h 46m,56
ACT001095,U003,Saksham,Chaudhary,Male,saksham.chaudhary@gmail.com,2019-05-20,Karnataka,Free,2025-12-31,Wednesday,December,4h 50m,72
ACT001096,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-01,Wednesday,January,4h 33m,54
ACT001097,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-02,Thursday,January,4h 31m,90
ACT001098,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-03,Friday,January,4h 29m,89
ACT001099,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-04,Saturday,January,2h 25m,48
ACT001100,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-05,Sunday,January,2h 53m,57
ACT001101,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-06,Monday,January,2h 49m,56
ACT001102,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-07,Tuesday,January,4h 9m,49
ACT001103,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-08,Wednesday,January,1h 47m,21
ACT001104,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-09,Thursday,January,5h 28m,109
ACT001105,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-10,Friday,January,1h 6m,22
ACT001106,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-11,Saturday,January,4h 48m,96
ACT001107,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-12,Sunday,January,3h 12m,48
ACT001108,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-13,Monday,January,4h 43m,56
ACT001109,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-14,Tuesday,January,1h 57m,23
ACT001110,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-15,Wednesday,January,4h 40m,93
ACT001111,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-16,Thursday,January,0h 24m,8
ACT001112,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-17,Friday,January,2h 45m,33
ACT001113,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-18,Saturday,January,3h 56m,78
ACT001114,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-19,Sunday,January,2h 9m,43
ACT001115,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-20,Monday,January,0h 35m,8
ACT001116,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-21,Tuesday,January,0h 53m,17
ACT001117,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-22,Wednesday,January,1h 10m,14
ACT001118,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-23,Thursday,January,0h 48m,16
ACT001119,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-24,Friday,January,3h 44m,56
ACT001120,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-25,Saturday,January,1h 25m,17
ACT001121,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-26,Sunday,January,3h 38m,72
ACT001122,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-27,Monday,January,0h 17m,5
ACT001123,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-28,Tuesday,January,2h 26m,29
ACT001124,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-29,Wednesday,January,5h 29m,65
ACT001125,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-30,Thursday,January,1h 7m,16
ACT001126,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-01-31,Friday,January,0h 44m,8
ACT001127,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-01,Saturday,February,4h 6m,49
ACT001128,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-02,Sunday,February,0h 45m,9
ACT001129,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-03,Monday,February,1h 47m,26
ACT001130,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-04,Tuesday,February,0h 30m,10
ACT001131,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-05,Wednesday,February,4h 21m,65
ACT001132,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-06,Thursday,February,2h 43m,40
ACT001133,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-07,Friday,February,4h 27m,53
ACT001134,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-08,Saturday,February,4h 39m,93
ACT001135,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-09,Sunday,February,0h 13m,4
ACT001136,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-10,Monday,February,3h 58m,59
ACT001137,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-11,Tuesday,February,5h 52m,88
ACT001138,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-12,Wednesday,February,1h 7m,22
ACT001139,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-13,Thursday,February,0h 34m,6
ACT001140,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-14,Friday,February,5h 41m,68
ACT001141,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-15,Saturday,February,5h 18m,106
ACT001142,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-16,Sunday,February,1h 53m,28
ACT001143,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-17,Monday,February,3h 25m,51
ACT001144,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-18,Tuesday,February,1h 21m,16
ACT001145,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-19,Wednesday,February,4h 0m,60
ACT001146,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-20,Thursday,February,5h 49m,87
ACT001147,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-21,Friday,February,5h 34m,66
ACT001148,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-22,Saturday,February,4h 57m,59
ACT001149,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-23,Sunday,February,5h 50m,116
ACT001150,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-24,Monday,February,2h 56m,44
ACT001151,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-25,Tuesday,February,4h 11m,50
ACT001152,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-26,Wednesday,February,2h 37m,31
ACT001153,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-27,Thursday,February,2h 5m,25
ACT001154,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-02-28,Friday,February,3h 26m,41
ACT001155,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-01,Saturday,March,2h 6m,31
ACT001156,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-02,Sunday,March,1h 16m,15
ACT001157,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-03,Monday,March,5h 12m,62
ACT001158,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-04,Tuesday,March,3h 8m,37
ACT001159,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-05,Wednesday,March,1h 28m,29
ACT001160,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-06,Thursday,March,4h 58m,99
ACT001161,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-07,Friday,March,2h 19m,27
ACT001162,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-08,Saturday,March,1h 45m,26
ACT001163,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-09,Sunday,March,4h 4m,61
ACT001164,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-10,Monday,March,3h 36m,72
ACT001165,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-11,Tuesday,March,5h 17m,79
ACT001166,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-12,Wednesday,March,1h 13m,14
ACT001167,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-13,Thursday,March,4h 51m,72
ACT001168,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-14,Friday,March,0h 32m,8
ACT001169,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-15,Saturday,March,0h 18m,4
ACT001170,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-16,Sunday,March,3h 48m,76
ACT001171,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-17,Monday,March,2h 34m,30
ACT001172,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-18,Tuesday,March,2h 1m,30
ACT001173,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-19,Wednesday,March,0h 19m,4
ACT001174,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-20,Thursday,March,1h 10m,14
ACT001175,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-21,Friday,March,1h 25m,28
ACT001176,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-22,Saturday,March,4h 38m,92
ACT001177,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-23,Sunday,March,3h 23m,50
ACT001178,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-24,Monday,March,4h 19m,64
ACT001179,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-25,Tuesday,March,5h 51m,70
ACT001180,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-26,Wednesday,March,4h 38m,69
ACT001181,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-27,Thursday,March,1h 3m,21
ACT001182,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-28,Friday,March,0h 48m,9
ACT001183,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-29,Saturday,March,0h 51m,17
ACT001184,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-30,Sunday,March,2h 51m,34
ACT001185,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-03-31,Monday,March,3h 32m,53
ACT001186,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-01,Tuesday,April,4h 8m,82
ACT001187,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-02,Wednesday,April,0h 17m,5
ACT001188,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-03,Thursday,April,5h 48m,116
ACT001189,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-04,Friday,April,1h 55m,23
ACT001190,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-05,Saturday,April,4h 59m,59
ACT001191,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-06,Sunday,April,0h 14m,2
ACT001192,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-07,Monday,April,5h 26m,108
ACT001193,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-08,Tuesday,April,4h 28m,67
ACT001194,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-09,Wednesday,April,5h 6m,102
ACT001195,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-10,Thursday,April,3h 24m,40
ACT001196,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-11,Friday,April,5h 21m,64
ACT001197,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-12,Saturday,April,2h 46m,55
ACT001198,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-13,Sunday,April,4h 35m,68
ACT001199,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-14,Monday,April,1h 10m,14
ACT001200,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-15,Tuesday,April,4h 46m,95
ACT001201,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-16,Wednesday,April,3h 31m,70
ACT001202,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-17,Thursday,April,2h 49m,33
ACT001203,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-18,Friday,April,2h 8m,25
ACT001204,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-19,Saturday,April,0h 35m,8
ACT001205,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-20,Sunday,April,4h 54m,73
ACT001206,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-21,Monday,April,3h 28m,69
ACT001207,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-22,Tuesday,April,5h 21m,107
ACT001208,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-23,Wednesday,April,3h 40m,44
ACT001209,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-24,Thursday,April,3h 40m,55
ACT001210,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-25,Friday,April,3h 51m,57
ACT001211,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-26,Saturday,April,3h 6m,37
ACT001212,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-27,Sunday,April,2h 43m,54
ACT001213,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-28,Monday,April,1h 41m,25
ACT001214,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-29,Tuesday,April,3h 36m,72
ACT001215,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-04-30,Wednesday,April,4h 37m,55
ACT001216,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-01,Thursday,May,1h 46m,21
ACT001217,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-02,Friday,May,1h 2m,12
ACT001218,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-03,Saturday,May,1h 50m,36
ACT001219,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-04,Sunday,May,2h 49m,33
ACT001220,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-05,Monday,May,5h 15m,105
ACT001221,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-06,Tuesday,May,0h 58m,11
ACT001222,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-07,Wednesday,May,0h 46m,9
ACT001223,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-08,Thursday,May,3h 4m,61
ACT001224,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-09,Friday,May,3h 1m,36
ACT001225,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-10,Saturday,May,5h 8m,61
ACT001226,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-11,Sunday,May,2h 47m,55
ACT001227,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-12,Monday,May,4h 23m,87
ACT001228,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-13,Tuesday,May,1h 55m,23
ACT001229,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-14,Wednesday,May,3h 40m,55
ACT001230,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-15,Thursday,May,3h 30m,70
ACT001231,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-16,Friday,May,2h 3m,30
ACT001232,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-17,Saturday,May,4h 53m,73
ACT001233,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-18,Sunday,May,1h 34m,23
ACT001234,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-19,Monday,May,2h 1m,40
ACT001235,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-20,Tuesday,May,3h 51m,77
ACT001236,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-21,Wednesday,May,2h 4m,31
ACT001237,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-22,Thursday,May,1h 35m,23
ACT001238,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-23,Friday,May,0h 20m,6
ACT001239,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-24,Saturday,May,3h 30m,52
ACT001240,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-25,Sunday,May,2h 55m,58
ACT001241,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-26,Monday,May,2h 45m,41
ACT001242,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-27,Tuesday,May,1h 35m,19
ACT001243,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-28,Wednesday,May,5h 6m,76
ACT001244,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-29,Thursday,May,0h 12m,2
ACT001245,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-30,Friday,May,3h 44m,74
ACT001246,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-05-31,Saturday,May,1h 37m,19
ACT001247,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-01,Sunday,June,2h 28m,37
ACT001248,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-02,Monday,June,4h 34m,91
ACT001249,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-03,Tuesday,June,0h 57m,14
ACT001250,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-04,Wednesday,June,0h 15m,3
ACT001251,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-05,Thursday,June,4h 54m,73
ACT001252,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-06,Friday,June,3h 1m,60
ACT001253,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-07,Saturday,June,3h 21m,67
ACT001254,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-08,Sunday,June,0h 21m,7
ACT001255,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-09,Monday,June,2h 14m,26
ACT001256,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-10,Tuesday,June,4h 58m,74
ACT001257,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-11,Wednesday,June,4h 52m,58
ACT001258,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-12,Thursday,June,5h 51m,87
ACT001259,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-13,Friday,June,1h 23m,16
ACT001260,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-14,Saturday,June,2h 11m,32
ACT001261,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-15,Sunday,June,4h 11m,83
ACT001262,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-16,Monday,June,1h 37m,32
ACT001263,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-17,Tuesday,June,4h 51m,72
ACT001264,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-18,Wednesday,June,4h 24m,66
ACT001265,U004,Harshit,Sharma,Male,harshit.sharma@gmail.com,2022-01-11,Delhi,Premium,2025-06-19,Thursday,June,0h 14m,4
